runID,imgID,stimLabel,imFile,corr,side
2,1,largeHcongr,Stimuli/HofH2.jpg,f,left
2,3,largeHincon,Stimuli/HofS2.jpg,f,left
2,5,largeScongr,Stimuli/SofS2.jpg,j,left
2,7,largeSincon,Stimuli/SofH2.jpg,j,left
2,2,largeHcongr,Stimuli/HofH2.jpg,f,right
2,4,largeHincon,Stimuli/HofS2.jpg,f,right
2,6,largeScongr,Stimuli/SofS2.jpg,j,right
2,8,largeSincon,Stimuli/SofH2.jpg,j,right
