X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
0.05,0.05,26.519855603110045,None,29.60306977201253,None,,,,,,,,
