runID,imgID,stimLabel,imFile,corr,side,repeats.thisRepN,repeats.thisTrialN,repeats.thisN,repeats.thisIndex,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_resp.rt,prac_fix_resp.rt,fixR1,text_2.started,text_2.stopped,fix_resp1_1.keys,fix_resp1_1.corr,fix_resp1_1.started,fix_resp1_1.stopped,text_6.started,text_6.stopped,trial_image.started,trial_image.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_resp_2.keys,fix_resp_2.started,fix_resp_2.stopped,fix_resp1_1.rt,image_4.started,image_4.stopped,text_10.started,text_10.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0.05,0.05,40.878017988055944,None,j,1,0.9086402161046863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,None,0,None,1,50.29484132723883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,0,0,0,0,0,1,1,3,,,,,,,,,,,,0,None,0,None,1,57.91068231733516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,0,0,0,0,0,2,2,5,,,,,,,,,,,,1,j,1,None,0,65.3940742011182,None,1.0688680079765618,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,0,0,0,0,0,3,3,4,,,,,,,,,,,,1,f,1,space,1,72.99463997920975,None,0.8438971140421927,0.6078942520543933,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,0,0,0,0,4,4,2,,,,,,,,,,,,0,j,1,None,1,80.728475401178,None,1.223866350017488,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,0,0,0,0,0,5,5,1,,,,,,,,,,,,0,f,1,None,1,87.99526054598391,None,0.8566373768262565,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,1,0,1,0,0,0,0,3,,,,,,,,,,,,0,j,1,None,1,97.16189497616142,None,0.7045056810602546,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,1,0,1,0,0,1,1,5,,,,,,,,,,,,0,j,1,None,1,104.77863688906655,None,0.9674314549192786,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,1,0,1,0,0,2,2,2,,,,,,,,,,,,1,f,1,space,1,112.26196932327002,None,0.840159242041409,-0.6953732683323324,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,1,0,1,0,0,3,3,0,,,,,,,,,,,,1,f,1,space,1,119.57887125434354,None,2.7289928500540555,3.3875656318850815,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,1,0,1,0,0,4,4,4,,,,,,,,,,,,0,j,1,None,1,127.31159164430574,None,0.9276285162195563,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,1,0,1,0,0,5,5,1,,,,,,,,,,,,0,f,1,None,1,134.96203986229375,None,0.600290416739881,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,175.64543200843036,None,None,1,175.64543200843036,None,176.91265799943358,None,176.91265799943358,None,f,1,0.8031598357483745,176.91265799943358,None,None,176.91265799943358,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,1,177.74586668610573,None,space,1,177.74586668610573,None,179.17936850106344,None,179.17936850106344,None,f,1,0.714134206995368,179.17936850106344,None,None,179.17936850106344,None,0.7000036239624023,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,179.91269326023757,None,space,1,179.91269326023757,None,181.61270482931286,None,181.61270482931286,None,f,1,0.7118543148972094,181.61270482931286,None,None,181.61270482931286,None,0.6337998448871076,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,182.34579454222694,None,None,1,182.34579454222694,None,183.64587346930057,None,183.64587346930057,None,j,1,0.7030078051611781,183.64587346930057,None,None,183.64587346930057,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,184.37923082802445,None,None,1,184.37923082802445,None,185.67916514817625,None,185.67916514817625,None,f,1,0.9537230171263218,185.67916514817625,None,None,185.67916514817625,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,1,186.66257446305826,None,space,1,186.66257446305826,None,188.36275183130056,None,188.36275183130056,None,f,1,0.7941749817691743,188.36275183130056,None,None,188.36275183130056,None,0.5479436703026295,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,0,189.1793818040751,None,None,1,189.1793818040751,None,190.612801451236,None,190.612801451236,None,j,1,0.5932679041288793,190.612801451236,None,None,190.612801451236,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,0,191.22958658542484,None,None,1,191.22958658542484,None,192.81258325325325,None,192.81258325325325,None,f,1,0.7057783738709986,192.81258325325325,None,None,192.81258325325325,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,,,,,,,,,1,0,8,7,,,,,,,,,,,,,,,,,0,193.5459412042983,None,None,1,193.5459412042983,None,194.96247199503705,None,194.96247199503705,None,j,1,0.6293262890540063,194.96247199503705,None,None,194.96247199503705,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,,,,,,,,,1,1,9,6,,,,,,,,,,,,,,,,,0,195.6126504703425,None,None,1,195.6126504703425,None,197.1126951193437,None,197.1126951193437,None,j,1,0.5859255949035287,197.1126951193437,None,None,197.1126951193437,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,,,,,,,,,1,2,10,6,,,,,,,,,,,,,,,,,0,197.72941178036854,None,None,1,197.72941178036854,None,199.2961977091618,None,199.2961977091618,None,j,1,0.8193555152975023,199.2961977091618,None,None,199.2961977091618,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,1,3,11,5,,,,,,,,,,,,,,,,,0,200.12944777542725,None,None,1,200.12944777542725,None,201.46288443123922,None,201.46288443123922,None,f,1,0.5979709862731397,201.46288443123922,None,None,201.46288443123922,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,,,,,1,4,12,1,,,,,,,,,,,,,,,,,0,202.07940896507353,None,None,1,202.07940896507353,None,203.396038279403,None,203.396038279403,None,f,1,0.7066782149486244,203.396038279403,None,None,203.396038279403,None,,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,1,5,13,0,,,,,,,,,,,,,,,,,1,204.12928556837142,None,space,1,204.12928556837142,None,205.5458698081784,None,205.5458698081784,None,f,1,0.8734016898088157,205.5458698081784,None,None,205.5458698081784,None,0.6131521738134325,,,,,,1,2,2020_Dec_29_1001,global_local,2020.2.4,None,
