runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,0,0,0,1,0.05,0.05,349.601958840969,None,353.1353861539392,None,0,f,1,2.1926853919867426,None,1,361.7704563830048,None,,1,2,2020_Nov_07_1445,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,1,1,3,,,,,,,0,j,1,1.5269079820718616,None,1,369.43555170996115,None,,1,2,2020_Nov_07_1445,global_local,2020.2.4,None,
