runID,imgID,stimLabel,imFile,corr,side,repeats.thisRepN,repeats.thisTrialN,repeats.thisN,repeats.thisIndex,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,fixR1,text_2.started,text_2.stopped,fix_resp1_1.keys,fix_resp1_1.corr,fix_resp1_1.started,fix_resp1_1.stopped,text_6.started,text_6.stopped,trial_image.started,trial_image.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_resp_2.keys,fix_resp_2.started,fix_resp_2.stopped,fix_resp1_1.rt,fix_resp_2.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,,,,,2,5,21,1,,,,,,,,,,,,,,,,,0,172.7424089340493,None,None,1,172.7424089340493,None,174.0923623489216,None,174.0923623489216,None,f,1,0.7864487962797284,174.0923623489216,None,None,174.0923623489216,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,2,6,22,0,,,,,,,,,,,,,,,,,1,174.9090443169698,None,space,1,174.9090443169698,None,176.59224545396864,None,176.59224545396864,None,f,1,1.2733187200501561,176.59224545396864,None,None,176.59224545396864,None,0.5389863336458802,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,2,7,23,0,,,,,,,,,,,,,,,,,0,177.89218296622857,None,None,1,177.89218296622857,None,179.5089758131653,None,179.5089758131653,None,f,1,0.8097576950676739,179.5089758131653,None,None,179.5089758131653,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,3,0,24,2,,,,,,,,,,,,,,,,,1,180.34231228288263,None,None,0,180.34231228288263,None,181.94231941597536,None,181.94231941597536,None,j,1,1.0746352691203356,181.94231941597536,None,space,181.94231941597536,None,,0.36695338133722544,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,,,,,3,1,25,1,,,,,,,,,,,,,,,,,0,183.0424300362356,None,None,1,183.0424300362356,None,184.37579127587378,None,184.37579127587378,None,j,0,0.49729937920346856,184.37579127587378,None,None,184.37579127587378,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,3,2,26,2,,,,,,,,,,,,,,,,,0,184.8925757110119,None,None,1,184.8925757110119,None,186.34251586720347,None,186.34251586720347,None,j,1,0.7036568387411535,186.34251586720347,None,None,186.34251586720347,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,,,,,,,,,3,3,27,6,,,,,,,,,,,,,,,,,0,187.0755816269666,None,None,1,187.0755816269666,None,188.39229890191928,None,188.39229890191928,None,j,1,0.6033553336746991,188.39229890191928,None,None,188.39229890191928,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,3,4,28,0,,,,,,,,,,,,,,,,,0,189.02561043109745,None,None,1,189.02561043109745,None,190.4589026561007,None,190.4589026561007,None,f,1,1.081063557881862,190.4589026561007,None,None,190.4589026561007,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,3,5,29,0,,,,,,,,,,,,,,,,,0,191.5590411638841,None,None,1,191.5590411638841,None,193.05930322315544,None,193.05930322315544,None,f,1,0.9129334120079875,193.05930322315544,None,None,193.05930322315544,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,3,6,30,5,,,,,,,,,,,,,,,,,0,193.99214173480868,None,None,1,193.99214173480868,None,195.4590801820159,None,195.4590801820159,None,f,1,0.850990129634738,195.4590801820159,None,None,195.4590801820159,None,,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,3,7,31,5,,,,,,,,,,,,,,,,,0,196.34238749789074,None,space,0,196.34238749789074,None,197.94159631803632,None,197.94159631803632,None,f,1,1.4825590690597892,197.94159631803632,None,None,197.94159631803632,None,0.18550819484516978,,,1,2,2020_Dec_29_0934,global_local,2020.2.4,None,
