runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,fixpR1,prac_fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,0,0,0,0,0.05,0.05,28.510294414008968,None,28.94440930604469,None,0,None,j,1,2.142477566958405,None,1,36.461038333014585,None,,1,2,2020_Nov_07_1417,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,0,1,1,1,,,,,,,1,None,j,0,1.4154321160167456,None,1,44.19631416199263,None,,1,2,2020_Nov_07_1417,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,0,2,2,2,,,,,,,0,None,f,1,1.407585549983196,None,1,51.47745629900601,None,,1,2,2020_Nov_07_1417,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,0,3,3,3,,,,,,,0,None,j,1,1.0570084260543808,None,1,58.928102549980395,None,,1,2,2020_Nov_07_1417,global_local,2020.2.4,None,
