runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,text_8.started,text_8.stopped,image.started,image.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.05,0.05,34.07715054601431,None,34.69387960503809,None,38.026933034998365,None,38.026933034998365,None,j,1,4.237438518088311,,,,,,,,,,1,2,2020_Nov_07_1548,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,0,0,0,2,,,,,,,,,,,,,,0,f,1,0.8853698869934306,None,1,64.69585906504653,None,,1,2,2020_Nov_07_1548,global_local,2020.2.4,None,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,0,1,1,3,,,,,,,,,,,,,,0,f,1,1.6203444490674883,None,1,72.09423304407392,None,,1,2,2020_Nov_07_1548,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,2,2,1,,,,,,,,,,,,,,1,j,1,1.1794410810107365,None,0,79.57924053701572,None,,1,2,2020_Nov_07_1548,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,0,3,3,0,,,,,,,,,,,,,,0,None,0,,None,1,86.94374445499852,None,,1,2,2020_Nov_07_1548,global_local,2020.2.4,None,
