runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,fixpR1,fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp_2.keys,participant,design,position,date,expName,psychopyVersion,frameRate,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,0,0,0,2,0.0454,0.0455,1,None,f,1,1.6616904380498454,None,,1,2,2020_Nov_06_2138,global_local,2020.2.4,None,
,,,,,,,,,,,,0,None,,,,,,,,,,,,
