X Scale,Y Scale,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,prac_trials_run1.ran,runID,imgID,stimLabel,imFile,corr,side,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fixR1,fix_resp1_1.keys,fix_resp1_1.corr,trial_resp.keys,trial_resp.corr,trial_resp.rt,fix_resp_2.keys,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,trials_run1.ran,fix_resp1_1.rt,fixpR2,fix_respP2_1.keys,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,prac_trials_run2.ran,fix_respP2_1.rt,key_resp_10.keys,key_resp_10.rt,repeats2.thisRepN,repeats2.thisTrialN,repeats2.thisN,repeats2.thisIndex,repeats2.ran,fixR2,fix_resp2_1.keys,fix_resp2_1.corr,trials_run2.thisRepN,trials_run2.thisTrialN,trials_run2.thisN,trials_run2.thisIndex,trials_run2.ran,fix_resp2_1.rt,trials_run3.thisRepN,trials_run3.thisTrialN,trials_run3.thisN,trials_run3.thisIndex,trials_run3.ran,fix_resp_2.rt,trials_run4.thisRepN,trials_run4.thisTrialN,trials_run4.thisN,trials_run4.thisIndex,trials_run4.ran
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.705885,,,,,,,,,,,,,,,,,,,,,,,0,,1,4,1,33,6,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.132225,,,,,,,,,,,,,,,,,,,,,,,0,,1,4,2,34,4,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,1.17196,,,,,,,,,,,,,,,,,,,,,,,0,,1,4,3,35,7,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,1.465835,,,,,,,,,,,,,,,,,,,,,,,0,,1,4,4,36,2,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.768985,,,,,,,,,,,,,,,,,,,,,,,0,,1,4,5,37,5,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.754645,,,,,,,,,,,,,,,,,,,,,,,0,,1,4,6,38,3,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.556665,,,,,,,,,,,,,,,,,,,,,,,1,space,1,4,7,39,0,1,0.93529,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.217945,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,0,40,5,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.749215,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,1,41,6,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.915115,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,2,42,7,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.76591,,,,,,,,,,,,,,,,,,,,,,,1,space,1,5,3,43,0,1,0.605995,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.882765,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,4,44,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.83192,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,5,45,3,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,1.11655,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,6,46,2,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.366555,,,,,,,,,,,,,,,,,,,,,,,0,,1,5,7,47,4,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,2.967995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,,,,,,
,,,,,,,,,,,,,,,,1,2,largeHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,,0,f,1,1.8494,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,1,0.406225,,,,,
,,,,,,,,,,,,,,,,1,4,largeHincon,Stimuli/HofS2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.598815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,1,,,,,,
,,,,,,,,,,,,,,,,1,6,largeScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,,0,j,1,1.44989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,1,,,,,,
,,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.73371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,1,,,,,,
,,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,1.830615,,,,,,,0.81958,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,1,,,,,,
,,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.27048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,1,,,,,,
,,,,,,,,,,,,,,,,1,8,largeSincon,Stimuli/SofH2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,1.399355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,
,,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.350255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,1,1,,,,,,
,,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.87319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,3,1,,,,,,
,,,,,,,,,,,,,,,,1,6,largeScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,1.44997,,,,,,,0.58438,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,6,1,,,,,,
,,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.81659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,11,0,1,,,,,,
,,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,1.016035,,,,,,,0.683895,,,,,,,,,,,,,,,,,,,,,,,,,1,4,12,2,1,,,,,,
,,,,,,,,,,,,,,,,1,2,largeHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,f,1,1.55007,,,,,,,0.63231,,,,,,,,,,,,,,,,,,,,,,,,,1,5,13,4,1,,,,,,
,,,,,,,,,,,,,,,,1,4,largeHincon,Stimuli/HofS2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,14,5,1,,,,,,
,,,,,,,,,,,,,,,,1,8,largeSincon,Stimuli/SofH2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.787015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,15,7,1,,,,,,
,,,,,,,,,,,,,,,,1,6,largeScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.888775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,16,6,1,,,,,,
,,,,,,,,,,,,,,,,1,4,largeHincon,Stimuli/HofS2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.34987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,17,5,1,,,,,,
,,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.916785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,18,2,1,,,,,,
,,,,,,,,,,,,,,,,1,2,largeHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,f,1,1.16621,,,,,,,0.655775,,,,,,,,,,,,,,,,,,,,,,,,,2,3,19,4,1,,,,,,
,,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.265365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,20,1,1,,,,,,
,,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,0.86771,,,,,,,0.750655,,,,,,,,,,,,,,,,,,,,,,,,,2,5,21,3,1,,,,,,
,,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.79874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,22,0,1,,,,,,
,,,,,,,,,,,,,,,,1,8,largeSincon,Stimuli/SofH2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.75038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,23,7,1,,,,,,
,,,,,,,,,,,,,,,,1,4,largeHincon,Stimuli/HofS2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.882885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,24,5,1,,,,,,
,,,,,,,,,,,,,,,,1,8,largeSincon,Stimuli/SofH2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,1.007145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,25,7,1,,,,,,
,,,,,,,,,,,,,,,,1,6,largeScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,1.00127,,,,,,,0.650175,,,,,,,,,,,,,,,,,,,,,,,,,3,2,26,6,1,,,,,,
,,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,,0,f,1,0.97011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,27,1,1,,,,,,
,,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.28286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,28,0,1,,,,,,
,,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,0.916445,,,,,,,0.61622,,,,,,,,,,,,,,,,,,,,,,,,,3,5,29,3,1,,,,,,
,,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.965605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,30,2,1,,,,,,
,,,,,,,,,,,,,,,,1,2,largeHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.199465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,31,4,1,,,,,,
,,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.048335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,32,0,1,,,,,,
,,,,,,,,,,,,,,,,1,4,largeHincon,Stimuli/HofS2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.282695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,33,5,1,,,,,,
,,,,,,,,,,,,,,,,1,6,largeScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.90152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,34,6,1,,,,,,
,,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.052925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,35,1,1,,,,,,
,,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.96616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,36,2,1,,,,,,
,,,,,,,,,,,,,,,,1,2,largeHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.785535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,37,4,1,,,,,,
,,,,,,,,,,,,,,,,1,8,largeSincon,Stimuli/SofH2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.816435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,38,7,1,,,,,,
,,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.92137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,39,3,1,,,,,,
,,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.998905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,40,3,1,,,,,,
,,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.85451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,41,2,1,,,,,,
,,,,,,,,,,,,,,,,1,8,largeSincon,Stimuli/SofH2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,1,space,1,j,1,0.83264,,,,,,,0.53424,,,,,,,,,,,,,,,,,,,,,,,,,5,2,42,7,1,,,,,,
,,,,,,,,,,,,,,,,1,6,largeScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,j,1,0.76623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,43,6,1,,,,,,
,,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.823435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,44,1,1,,,,,,
,,,,,,,,,,,,,,,,1,4,largeHincon,Stimuli/HofS2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,1.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,45,5,1,,,,,,
,,,,,,,,,,,,,,,,1,2,largeHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.81555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,46,4,1,,,,,,
,,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,0,,1,f,1,0.85467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,47,0,1,,,,,,
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,1.65035,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,0,0,2,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.98315,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,1,1,5,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.88491,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,2,2,4,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.899955,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,3,3,0,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.95408,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,4,4,1,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.900095,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,5,5,6,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,1.922465,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,0,6,6,3,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,1.049065,,,,,,,,,,,,,,,,,,,,,,,1,space,1,,,,,,0.57411,,,,,,,0,7,7,7,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.18633,,,,,,,,,,,,,,,,,,,,,,,1,space,1,,,,,,0.68298,,,,,,,1,0,8,1,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.80612,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,1,1,9,4,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.70093,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,1,2,10,6,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.83204,,,,,,,,,,,,,,,,,,,,,,,1,space,1,,,,,,0.6165,,,,,,,1,3,11,2,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.63865,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,1,4,12,0,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.71592,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,1,5,13,3,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.71891,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,1,6,14,5,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.981075,,,,,,,,,,,,,,,,,,,,,,,1,space,1,,,,,,0.532775,,,,,,,1,7,15,7,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.683675,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,2,0,16,3,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.90128,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,2,1,17,2,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,1.50219,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,2,2,18,4,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.89107,,,,,,,,,,,,,,,,,,,,,,,1,space,1,,,,,,0.68321,,,,,,,2,3,19,5,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,f,1,0.782405,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,2,4,20,0,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,HR,2,2,2021-01-11_14h54.31.898,global_local,2020.2.4,MacIntel,60,1792,1120,,,,,j,1,0.73346,,,,,,,,,,,,,,,,,,,,,,,1,space,1,,,,,,0.65194,,,,,,,2,5,21,6,1
