runID,imgID,stimLabel,imFile,corr,side,repeats.thisRepN,repeats.thisTrialN,repeats.thisN,repeats.thisIndex,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,repeats2.thisRepN,repeats2.thisTrialN,repeats2.thisN,repeats2.thisIndex,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_resp.rt,prac_fix_resp.rt,fixR1,text_2.started,text_2.stopped,fix_resp1_1.keys,fix_resp1_1.started,fix_resp1_1.stopped,text_6.started,text_6.stopped,trial_image.started,trial_image.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_resp_2.keys,fix_resp_2.started,fix_resp_2.stopped,fix_resp1_1.rt,image_4.started,image_4.stopped,fixpR2,fix_respP2_1.keys,participant,design,position,date,expName,psychopyVersion,frameRate,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,2,0,2,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,0,j,1,None,1,184.6633122130297,None,1.4969817148521543,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,2,0,2,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,1,f,1,space,1,192.2299851826392,None,1.0360244340263307,0.6145688118413091,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,0,j,1,None,1,199.89673883700743,None,0.906247996725142,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,0,211.84670142875984,None,None,211.84670142875984,None,213.44690189464018,None,213.44690189464018,None,f,1,0.9898823178373277,213.44690189464018,None,None,213.44690189464018,None,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,214.46327825868502,None,None,214.46327825868502,None,216.163633458782,None,216.163633458782,None,f,1,0.6338050030171871,216.163633458782,None,None,216.163633458782,None,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,216.8298874637112,None,None,216.8298874637112,None,218.34693977609277,None,218.34693977609277,None,j,0,0.4591785669326782,218.34693977609277,None,None,218.34693977609277,None,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,0,218.83037478709593,None,None,218.83037478709593,None,220.18008333677426,None,220.18008333677426,None,f,1,0.7938538077287376,220.18008333677426,None,None,220.18008333677426,None,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,220.99699332891032,None,space,220.99699332891032,None,222.43021360505372,None,222.43021360505372,None,j,1,0.6710863872431219,222.43021360505372,None,None,222.43021360505372,None,0.7357123591937125,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,0,223.13026655092835,None,None,223.13026655092835,None,224.88034816272557,None,224.88034816272557,None,f,1,1.0215470842085779,224.88034816272557,None,None,224.88034816272557,None,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,0,225.93029770208523,None,None,225.93029770208523,None,227.31370229599997,None,227.31370229599997,None,f,1,0.5492691290564835,227.31370229599997,None,None,227.31370229599997,None,,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,1,227.8803531709127,None,space,227.8803531709127,None,229.2301125600934,None,229.2301125600934,None,j,0,1.2524636597372591,229.2301125600934,None,None,229.2301125600934,None,0.49175578402355313,,,,,,1,2,2020_Dec_21_1611,global_local,2020.2.4,None,
