prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,runID,imgID,stimLabel,imFile,corr,side,X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,fixpR1,prac_fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.0473,0.0472,51.138851908035576,None,55.98890592402313,None,0,None,j,1,0.9118843539617956,None,1,,,,,,,,
