runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,fixpR1,fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp_2.keys,participant,design,position,date,expName,psychopyVersion,frameRate,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,0,0,0,3,0.05,0.05,0,None,j,0,1.3729978100163862,None,,1,2,2020_Nov_05_2302,global_local,2020.2.4,None,
,,,,,,,,,,,,1,None,,,,,,,,,,,,
