runID,imgID,stimLabel,imFile,corr,side,repeats.thisRepN,repeats.thisTrialN,repeats.thisN,repeats.thisIndex,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,fixR1,text_2.started,text_2.stopped,fix_resp1_1.keys,fix_resp1_1.corr,fix_resp1_1.started,fix_resp1_1.stopped,text_6.started,text_6.stopped,trial_image.started,trial_image.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_resp_2.keys,fix_resp_2.started,fix_resp_2.stopped,fix_resp1_1.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0.05,0.05,29.43641913495958,None,f,0,0.8011111370287836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,0,0,0,0,0,0,0,2,,,,,,,,,,,,0,f,1,0.9283898468129337,None,1,41.48703965591267,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,0,0,0,0,0,1,1,0,,,,,,,,,,,,0,j,1,0.6101528448052704,None,1,49.00239488389343,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,0,0,0,0,2,2,5,,,,,,,,,,,,1,j,1,0.8948239730671048,space,1,56.40224515181035,None,-0.726140667218715,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,0,0,0,0,0,3,3,3,,,,,,,,,,,,1,f,1,0.5488235950469971,None,0,63.838276606053114,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,0,0,0,0,0,4,4,1,,,,,,,,,,,,0,j,1,0.8727498692460358,None,1,71.51884648296982,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,0,0,0,0,0,5,5,4,,,,,,,,,,,,0,j,1,0.8270154176279902,None,1,79.0522783077322,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,86.26888415496796,None,None,1,86.26888415496796,None,87.78617354203016,None,87.78617354203016,None,f,1,0.8074110252782702,87.78617354203016,None,None,87.78617354203016,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,1,88.61932284804061,None,space,1,88.61932284804061,None,90.10245185298845,None,90.10245185298845,None,j,1,0.5094600007869303,90.10245185298845,None,None,90.10245185298845,None,0.53375478181988,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,0,90.63605043105781,None,None,1,90.63605043105781,None,91.95245872298256,None,91.95245872298256,None,j,1,0.5234829201363027,91.95245872298256,None,None,91.95245872298256,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,0,92.50252288579941,None,None,1,92.50252288579941,None,94.03589259693399,None,94.03589259693399,None,f,1,0.690888836979866,94.03589259693399,None,None,94.03589259693399,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,0,94.75197814498097,None,None,1,94.75197814498097,None,96.11924149282277,None,96.11924149282277,None,j,1,0.6179094747640193,96.11924149282277,None,None,96.11924149282277,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,1,96.75239437678829,None,space,1,96.75239437678829,None,98.40252983104438,None,98.40252983104438,None,f,0,0.7961929328739643,98.40252983104438,None,None,98.40252983104438,None,0.5338155287317932,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,1,99.21938746282831,None,None,0,99.21938746282831,None,100.93609599396586,None,100.93609599396586,None,j,1,0.6231355629861355,100.93609599396586,None,None,100.93609599396586,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,0,101.58590356586501,None,None,1,101.58590356586501,None,102.95263532362878,None,102.95263532362878,None,j,1,0.5826453752815723,102.95263532362878,None,None,102.95263532362878,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,1,0,8,4,,,,,,,,,,,,,,,,,0,103.55246281903237,None,None,1,103.55246281903237,None,105.10266628861427,None,105.10266628861427,None,f,1,0.5249889600090683,105.10266628861427,None,None,105.10266628861427,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,1,1,9,4,,,,,,,,,,,,,,,,,0,105.65262867091224,None,None,1,105.65262867091224,None,107.36946882167831,None,107.36946882167831,None,f,1,0.6408676798455417,107.36946882167831,None,None,107.36946882167831,None,,,1,2,2020_Dec_29_1231,global_local,2020.2.4,None,
