prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,runID,imgID,stimLabel,imFile,corr,side,X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,fixpR1,fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.05,0.05,37.77705390600022,None,85.17833027697634,None,0,None,j,1,1.3514459170401096,,,,,,,,
