X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
0.05,0.05,58.98241221299395,None,60.21632641996257,None,,,,,,,,
