runID,imgID,stimLabel,imFile,corr,side,repeats.thisRepN,repeats.thisTrialN,repeats.thisN,repeats.thisIndex,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0.05,0.05,44.115153490100056,None,f,0,3.807577461004257,,,,,,,,,,,1,2,2020_Dec_21_1327,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,0,0,0,0,0,0,0,0,,,,,,,,0,f,1,1.0299256187863648,None,1,64.63393319025636,None,,,1,2,2020_Dec_21_1327,global_local,2020.2.4,None,
1,7,smallSincon,Stimuli/HofS2.jpg,j,left,0,0,0,0,0,1,1,2,,,,,,,,0,None,0,,None,1,72.03402748238295,None,,,1,2,2020_Dec_21_1327,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,0,0,0,0,2,2,1,,,,,,,,1,j,1,1.7677837116643786,space,1,79.54887425526977,None,0.9381155581213534,,1,2,2020_Dec_21_1327,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,0,0,0,0,0,3,3,3,,,,,,,,0,f,0,2.6551903672516346,space,0,87.21758390311152,None,1.6125872950069606,,1,2,2020_Dec_21_1327,global_local,2020.2.4,None,
