runID,imgID,stimLabel,imFile,corr,side,repeats.thisRepN,repeats.thisTrialN,repeats.thisN,repeats.thisIndex,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,fixR1,text_2.started,text_2.stopped,fix_resp1_1.keys,fix_resp1_1.corr,fix_resp1_1.started,fix_resp1_1.stopped,text_6.started,text_6.stopped,trial_image.started,trial_image.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_resp_2.keys,fix_resp_2.started,fix_resp_2.stopped,fix_resp1_1.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0.05,0.05,38.153312305919826,None,j,1,0.8040001504123211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,0,0,0,0,0,0,0,5,,,,,,,,,,,,0,j,1,1.0133588453754783,None,1,46.80537942517549,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,0,0,0,0,0,1,1,3,,,,,,,,,,,,0,f,1,0.5756644573993981,None,1,54.120068330317736,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,0,0,0,0,2,2,0,,,,,,,,,,,,0,j,1,1.1079373168759048,None,1,61.70374696794897,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,6,smallScongr,Stimuli/SofS2.jpg,j,right,0,0,0,0,0,3,3,4,,,,,,,,,,,,1,j,1,1.5549586000852287,space,1,69.37040590401739,None,0.7846959987655282,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,0,0,0,0,0,4,4,1,,,,,,,,,,,,1,f,1,0.8595284530892968,space,1,76.63737599924207,None,0.6912224148400128,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,0,0,0,0,0,5,5,2,,,,,,,,,,,,0,f,1,0.8006241708062589,None,1,83.98724573617801,None,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,1,88.85369840124622,None,None,1,88.85369840124622,None,90.5539818382822,None,90.5539818382822,None,f,1,0.9340643407776952,90.5539818382822,None,None,90.5539818382822,None,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,0,91.52062348322943,None,None,1,91.52062348322943,None,93.15400141989812,None,93.15400141989812,None,j,1,0.5532469428144395,93.15400141989812,None,None,93.15400141989812,None,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
1,5,smallScongr,Stimuli/SofS2.jpg,j,left,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,93.7373621831648,None,None,1,93.7373621831648,None,95.00429470324889,None,95.00429470324889,None,j,1,0.5324720893986523,95.00429470324889,None,None,95.00429470324889,None,,,1,2,2020_Dec_28_2055,global_local,2020.2.4,None,
