prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,runID,imgID,stimLabel,imFile,corr,side,X Scale,Y Scale,fixpR1,fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.05,0.05,0,None,f,1,1.5095004219328985,,,,,,,,
