runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,X Scale,Y Scale,text_8.started,text_8.stopped,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,text_7.started,text_7.stopped,fixR1,text_2.started,text_2.stopped,fix_resp1_1.keys,fix_resp1_1.started,fix_resp1_1.stopped,text_6.started,text_6.stopped,trial_image.started,trial_image.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,fix_resp_2.keys,fix_resp_2.started,fix_resp_2.stopped,fix_resp1_1.rt,image_4.started,image_4.stopped,fixpR2,participant,design,position,date,expName,psychopyVersion,frameRate,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,5,7,47,1,,,,,,,,,,,,,,,,,,,,,,,1,199.9121818820713,None,space,199.9121818820713,None,201.2122822300298,None,201.2122822300298,None,f,1,0.8982944660820067,201.2122822300298,None,None,201.2122822300298,None,0.8659733840031549,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,2,smallHcongr,Stimuli/HofH2.jpg,f,right,,,,,6,0,48,4,,,,,,,,,,,,,,,,,,,,,,,0,202.1289533850504,None,None,202.1289533850504,None,203.61240426904988,None,203.61240426904988,None,f,1,0.4835902869235724,203.61240426904988,None,None,203.61240426904988,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,6,1,49,5,,,,,,,,,,,,,,,,,,,,,,,0,204.12886200495996,None,None,204.12886200495996,None,205.56253515102435,None,205.56253515102435,None,f,1,0.35707337502390146,205.56253515102435,None,None,205.56253515102435,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,6,2,50,1,,,,,,,,,,,,,,,,,,,,,,,0,205.94563918397762,None,None,205.94563918397762,None,207.44561331206933,None,207.44561331206933,None,f,1,0.37372454698197544,207.44561331206933,None,None,207.44561331206933,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,,,,,6,3,51,5,,,,,,,,,,,,,,,,,,,,,,,0,207.84564608801156,None,None,207.84564608801156,None,209.41235074505676,None,209.41235074505676,None,f,1,0.067364934948273,209.41235074505676,None,None,209.41235074505676,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,6,4,52,0,,,,,,,,,,,,,,,,,,,,,,,0,209.49586288898718,None,None,209.49586288898718,None,211.212298481958,None,211.212298481958,None,f,1,0.32465761702042073,211.212298481958,None,None,211.212298481958,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,6,5,53,0,,,,,,,,,,,,,,,,,,,,,,,0,211.56245329603553,None,None,211.56245329603553,None,213.21229070599657,None,213.21229070599657,None,f,1,0.30669798399321735,213.21229070599657,None,None,213.21229070599657,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,6,6,54,1,,,,,,,,,,,,,,,,,,,,,,,0,213.54598662396893,None,None,213.54598662396893,None,215.112265149015,None,215.112265149015,None,f,1,0.2840530320536345,215.112265149015,None,None,215.112265149015,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,,,,,6,7,55,1,,,,,,,,,,,,,,,,,,,,,,,0,215.4124939229805,None,None,215.4124939229805,None,216.69591335800942,None,216.69591335800942,None,f,1,0.2937348550185561,216.69591335800942,None,None,216.69591335800942,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,,,,,7,0,56,0,,,,,,,,,,,,,,,,,,,,,,,0,217.01243823906407,None,None,217.01243823906407,None,218.56243832001928,None,218.56243832001928,None,f,1,0.18236932205036283,218.56243832001928,None,None,218.56243832001928,None,,,,,,1,2,2020_Nov_07_1843,global_local,2020.2.4,60.13964124961991,
