runID,imgID,stimLabel,imFile,corr,side,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,X Scale,Y Scale,prac_instr2.started,prac_instr2.stopped,prac_instr3.started,prac_instr3.stopped,fixpR1,prac_fix_respP1_1.keys,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,feedback_msg.started,feedback_msg.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
1,3,smallHincon,Stimuli/SofH2.jpg,f,left,0,0,0,0,0.05,0.05,28.948609021957964,None,29.415466743987054,None,0,None,j,0,0.9077769690193236,None,1,36.3989534759894,None,,1,2,2020_Nov_07_1423,global_local,2020.2.4,None,
1,8,smallSincon,Stimuli/HofS2.jpg,j,right,0,1,1,3,,,,,,,0,None,None,0,,None,1,43.71595421002712,None,,1,2,2020_Nov_07_1423,global_local,2020.2.4,None,
1,1,smallHcongr,Stimuli/HofH2.jpg,f,left,0,2,2,1,,,,,,,0,None,None,0,,None,1,51.28258094005287,None,,1,2,2020_Nov_07_1423,global_local,2020.2.4,None,
1,4,smallHincon,Stimuli/SofH2.jpg,f,right,0,3,3,2,,,,,,,1,None,None,0,,None,1,58.899296707008034,None,,1,2,2020_Nov_07_1423,global_local,2020.2.4,None,
